"ID","Date","Time","Number","zona","luce","mean_temperature","weekend_festive","rain","season"
1,2020-03-08,"Morning",2,"lockdown",1,9,1,0,"winter"
2,2020-03-09,"Morning",5,"lockdown",1,9,0,0,"winter"
3,2020-03-09,"Morning",6,"lockdown",1,9,0,0,"winter"
4,2020-03-09,"Noon",12,"lockdown",1,9,0,0,"winter"
5,2020-03-10,"Morning",6,"lockdown",1,9,0,0,"winter"
6,2020-03-13,"Noon",2,"lockdown",1,11,0,0,"winter"
7,2020-03-14,"Morning",2,"lockdown",1,10,1,0,"winter"
8,2020-03-14,"Evening",7,"lockdown",1,10,1,0,"winter"
9,2020-03-15,"Noon",6,"lockdown",1,9,1,0,"winter"
10,2020-03-15,"Noon",2,"lockdown",1,9,1,0,"winter"
11,2020-03-15,"Evening",6,"lockdown",0,9,1,0,"winter"
12,2020-03-16,"Morning",8,"lockdown",1,9,0,0,"winter"
13,2020-03-16,"Noon",3,"lockdown",1,9,0,0,"winter"
14,2020-03-18,"Morning",1,"lockdown",1,13,0,0,"winter"
15,2020-03-21,"Noon",2,"lockdown",1,12,1,0,"spring"
16,2020-03-30,"Noon",5,"lockdown",1,10,0,2.2,"spring"
17,2020-03-30,"Evening",8,"lockdown",1,10,0,2.2,"spring"
18,2020-03-31,"Noon",4,"lockdown",1,7,0,0,"spring"
19,2020-03-31,"Evening",4,"lockdown",1,7,0,0,"spring"
20,2020-04-02,"Noon",15,"lockdown",1,7,0,0,"spring"
21,2020-04-02,"Evening",7,"lockdown",1,7,0,0,"spring"
22,2020-04-03,"Noon",13,"lockdown",1,10,0,0,"spring"
23,2020-04-03,"Evening",5,"lockdown",1,10,0,0,"spring"
24,2020-04-04,"Noon",21,"lockdown",1,13,1,0,"spring"
25,2020-04-04,"Evening",2,"lockdown",1,13,1,0,"spring"
26,2020-04-05,"Noon",2,"lockdown",1,15,1,0,"spring"
27,2020-04-05,"Evening",2,"lockdown",1,15,1,0,"spring"
28,2020-04-06,"Noon",10,"lockdown",1,15,0,0,"spring"
29,2020-04-06,"Evening",6,"lockdown",1,15,0,0,"spring"
30,2020-04-07,"Noon",10,"lockdown",1,14,0,0,"spring"
31,2020-04-07,"Evening",4,"lockdown",1,14,0,0,"spring"
32,2020-04-08,"Noon",4,"lockdown",1,14,0,0,"spring"
33,2020-04-08,"Evening",7,"lockdown",1,14,0,0,"spring"
34,2020-04-09,"Noon",14,"lockdown",1,14,1,0,"spring"
35,2020-04-09,"Evening",9,"lockdown",1,14,1,0,"spring"
36,2020-04-10,"Noon",10,"lockdown",1,18,0,0,"spring"
37,2020-04-10,"Evening",6,"lockdown",1,18,0,0,"spring"
38,2020-04-11,"Noon",9,"lockdown",1,16,1,0,"spring"
39,2020-04-11,"Evening",3,"lockdown",1,16,1,0,"spring"
40,2020-04-12,"Noon",3,"lockdown",1,16,1,0,"spring"
41,2020-04-13,"Evening",1,"lockdown",1,15,1,0,"spring"
42,2020-04-14,"Noon",13,"lockdown",1,13,0,0,"spring"
43,2020-04-14,"Noon",17,"lockdown",1,13,0,0,"spring"
44,2020-04-14,"Evening",10,"lockdown",1,13,0,0,"spring"
45,2020-04-15,"Noon",12,"lockdown",1,10,0,0,"spring"
46,2020-04-15,"Evening",8,"lockdown",1,10,0,0,"spring"
47,2020-04-17,"Noon",12,"lockdown",1,13,0,0,"spring"
48,2020-04-17,"Evening",7,"lockdown",1,13,0,0,"spring"
49,2020-04-18,"Noon",23,"lockdown",1,14,1,0,"spring"
50,2020-04-18,"Evening",6,"lockdown",1,14,1,0,"spring"
51,2020-04-19,"Noon",5,"lockdown",1,15,1,0,"spring"
52,2020-04-19,"Evening",3,"lockdown",1,15,1,0,"spring"
53,2020-04-20,"Noon",8,"lockdown",1,16,0,0.4,"spring"
54,2020-04-20,"Evening",7,"lockdown",1,16,0,0.4,"spring"
55,2020-04-21,"Noon",12,"lockdown",1,16,0,0,"spring"
56,2020-04-21,"Evening",8,"lockdown",1,16,0,0,"spring"
57,2020-04-22,"Noon",16,"lockdown",1,16,0,0,"spring"
58,2020-04-22,"Evening",9,"lockdown",1,16,0,0,"spring"
59,2020-04-23,"Noon",14,"lockdown",1,16,0,0,"spring"
60,2020-04-23,"Evening",6,"lockdown",1,16,0,0,"spring"
61,2020-04-24,"Noon",19,"lockdown",1,15,0,0,"spring"
62,2020-04-24,"Evening",12,"lockdown",1,15,0,0,"spring"
63,2020-04-25,"Noon",10,"lockdown",1,16,1,0,"spring"
64,2020-04-25,"Evening",2,"lockdown",1,16,1,0,"spring"
65,2020-04-26,"Noon",1,"lockdown",1,16,1,0,"spring"
66,2020-04-27,"Noon",13,"lockdown",1,16,0,0.4,"spring"
67,2020-04-27,"Evening",11,"lockdown",1,16,0,0.4,"spring"
68,2020-04-28,"Noon",7,"lockdown",1,16,0,2,"spring"
69,2020-04-28,"Evening",15,"lockdown",1,16,0,2,"spring"
70,2020-04-29,"Noon",9,"lockdown",1,15,0,13,"spring"
71,2020-04-29,"Evening",22,"lockdown",1,15,0,13,"spring"
72,2020-05-01,"Noon",7,"lockdown",1,16,1,0.2,"spring"
73,2020-05-01,"Evening",9,"lockdown",1,16,1,0.2,"spring"
74,2020-05-02,"Noon",27,"lockdown",1,17,1,0,"spring"
75,2020-05-02,"Evening",17,"lockdown",1,17,1,0,"spring"
76,2020-05-03,"Noon",8,"lockdown",1,16,1,0,"spring"
77,2020-05-04,"Evening",16,"phase2",1,16,0,0,"spring"
78,2020-05-05,"Noon",32,"phase2",1,16,0,0,"spring"
79,2020-05-05,"Evening",16,"phase2",1,16,0,0,"spring"
80,2020-05-06,"Evening",10,"phase2",1,16,0,0,"spring"
81,2020-05-07,"Noon",11,"phase2",1,17,0,0,"spring"
82,2020-05-07,"Evening",12,"phase2",1,17,0,0,"spring"
83,2020-05-09,"Noon",24,"phase2",1,18,1,0,"spring"
84,2020-05-09,"Evening",20,"phase2",1,18,1,0,"spring"
85,2020-05-10,"Noon",10,"phase2",1,18,1,0,"spring"
86,2020-05-10,"Evening",14,"phase2",1,18,1,0,"spring"
87,2020-05-11,"Noon",20,"phase2",1,18,0,5.8,"spring"
88,2020-05-11,"Evening",11,"phase2",1,18,0,5.8,"spring"
89,2020-05-12,"Noon",13,"phase2",1,16,0,0,"spring"
90,2020-05-12,"Evening",21,"phase2",1,16,0,0,"spring"
91,2020-05-14,"Noon",11,"phase2",1,19,0,0,"spring"
92,2020-05-14,"Evening",9,"phase2",1,19,0,0,"spring"
93,2020-05-15,"Noon",2,"phase2",1,20,0,10,"spring"
94,2020-05-15,"Evening",13,"phase2",1,20,0,10,"spring"
95,2020-05-16,"Noon",14,"phase2",1,18,1,1.4,"spring"
96,2020-05-16,"Evening",17,"phase2",1,18,1,1.4,"spring"
97,2020-05-17,"Noon",20,"phase2",1,21,1,0,"spring"
98,2020-05-17,"Evening",20,"phase2",1,21,1,0,"spring"
99,2020-05-18,"Noon",12,"phase2",1,22,0,0,"spring"
100,2020-05-18,"Evening",19,"phase2",1,22,0,0,"spring"
101,2020-05-19,"Noon",11,"phase2",1,21,0,4.4,"spring"
102,2020-05-19,"Evening",25,"phase2",1,21,0,4.4,"spring"
103,2020-05-20,"Noon",23,"phase2",1,20,0,0,"spring"
104,2020-05-20,"Evening",19,"phase2",1,20,0,0,"spring"
105,2020-05-21,"Noon",22,"phase2",1,20,0,0,"spring"
106,2020-05-21,"Evening",11,"phase2",1,20,0,0,"spring"
107,2020-05-22,"Noon",9,"phase2",1,20,0,0,"spring"
108,2020-05-23,"Noon",31,"phase2",1,20,1,3.8,"spring"
109,2020-05-23,"Evening",26,"phase2",1,20,1,3.8,"spring"
110,2020-05-24,"Noon",20,"phase2",1,19,1,0,"spring"
111,2020-05-25,"Noon",20,"phase2",1,20,0,0,"spring"
112,2020-05-25,"Evening",20,"phase2",1,20,0,0,"spring"
113,2020-05-26,"Noon",29,"phase2",1,19,0,0,"spring"
114,2020-05-26,"Evening",30,"phase2",1,19,0,0,"spring"
115,2020-05-28,"Noon",24,"phase2",1,19,0,14.8,"spring"
116,2020-05-28,"Evening",19,"phase2",1,19,0,14.8,"spring"
117,2020-05-29,"Noon",11,"phase2",1,18,0,0.2,"spring"
118,2020-05-29,"Evening",28,"phase2",1,18,0,0.2,"spring"
119,2020-05-30,"Evening",34,"phase2",1,18,1,0,"spring"
120,2020-05-31,"Noon",36,"phase2",1,18,1,0,"spring"
121,2020-05-31,"Evening",34,"phase2",1,18,1,0,"spring"
122,2020-06-01,"Noon",34,"phase2",1,21,0,0,"spring"
123,2020-06-01,"Evening",31,"phase2",1,21,1,0,"spring"
124,2020-06-02,"Noon",45,"phase2",1,21,0,0,"spring"
125,2020-06-02,"Evening",30,"phase2",1,21,1,0,"spring"
126,2020-06-03,"Noon",22,"phase2",1,21,0,1.6,"spring"
127,2020-06-03,"Evening",20,"phase2",1,21,0,1.6,"spring"
128,2020-06-04,"Noon",6,"phase2",1,18,0,39.4,"spring"
129,2020-06-04,"Evening",8,"phase2",1,18,0,39.4,"spring"
130,2020-06-05,"Noon",24,"phase2",1,20,0,1.4,"spring"
131,2020-06-05,"Evening",27,"phase2",1,20,0,1.4,"spring"
132,2020-06-06,"Noon",26,"phase2",1,21,1,0,"spring"
133,2020-06-06,"Evening",28,"phase2",1,21,1,0,"spring"
134,2020-06-07,"Noon",23,"phase2",1,20,1,2,"spring"
135,2020-06-07,"Evening",22,"phase2",1,20,1,2,"spring"
136,2020-06-08,"Noon",3,"phase2",1,18,0,35.4,"spring"
137,2020-06-08,"Evening",20,"phase2",1,18,0,35.4,"spring"
138,2020-06-09,"Noon",21,"phase2",1,19,0,6.6,"spring"
139,2020-06-09,"Evening",20,"phase2",1,19,0,6.6,"spring"
140,2020-06-10,"Evening",3,"phase2",1,17,0,11.2,"spring"
141,2020-06-12,"Noon",26,"phase2",1,20,0,0,"spring"
142,2020-06-12,"Evening",24,"phase2",1,20,0,0,"spring"
143,2020-06-13,"Noon",24,"phase2",1,21,1,0,"spring"
144,2020-06-13,"Evening",24,"phase2",1,21,1,0,"spring"
145,2020-06-14,"Noon",9,"phase2",1,20,1,0.2,"spring"
146,2020-06-14,"Evening",36,"phase2",1,20,1,0.2,"spring"
147,2020-06-15,"Noon",31,"phase3",1,20,0,0.4,"spring"
148,2020-06-15,"Evening",31,"phase3",1,20,0,0.4,"spring"
149,2020-06-16,"Noon",24,"phase3",1,22,0,0.2,"spring"
150,2020-06-16,"Evening",28,"phase3",1,22,0,0.2,"spring"
151,2020-06-17,"Noon",20,"phase3",1,21,0,0,"spring"
152,2020-06-17,"Evening",15,"phase3",1,21,0,0,"spring"
153,2020-06-19,"Noon",27,"phase3",1,20,0,15.6,"spring"
154,2020-06-20,"Noon",25,"phase3",1,21,1,0,"spring"
155,2020-06-20,"Evening",23,"phase3",1,21,1,0,"spring"
156,2020-06-21,"Noon",48,"phase3",1,22,1,0,"summer"
157,2020-06-21,"Evening",28,"phase3",1,22,1,0,"summer"
158,2020-06-22,"Noon",23,"phase3",1,25,0,0,"summer"
159,2020-06-22,"Evening",27,"phase3",1,25,0,0,"summer"
160,2020-06-23,"Noon",21,"phase3",1,26,0,0,"summer"
161,2020-06-23,"Evening",19,"phase3",1,26,0,0,"summer"
162,2020-06-25,"Noon",26,"phase3",1,22,0,0.6,"summer"
163,2020-06-25,"Evening",15,"phase3",1,22,0,0.6,"summer"
164,2020-06-26,"Noon",18,"phase3",1,23,0,0,"summer"
165,2020-06-26,"Evening",26,"phase3",1,23,0,0,"summer"
166,2020-06-27,"Noon",16,"phase3",1,25,1,0,"summer"
167,2020-06-27,"Evening",24,"phase3",1,25,1,0,"summer"
168,2020-06-28,"Noon",21,"phase3",1,25,1,0,"summer"
169,2020-06-28,"Evening",14,"phase3",1,25,1,0,"summer"
170,2020-06-30,"Noon",27,"phase3",1,25,0,0,"summer"
171,2020-06-30,"Evening",22,"phase3",1,25,0,0,"summer"
172,2020-07-02,"Noon",16,"phase3",1,24,0,12,"summer"
173,2020-07-02,"Evening",22,"phase3",1,24,0,12,"summer"
174,2020-07-03,"Evening",27,"phase3",1,24,0,2.8,"summer"
175,2020-07-04,"Noon",28,"phase3",1,24,1,0,"summer"
176,2020-07-04,"Evening",24,"phase3",1,24,1,0,"summer"
177,2020-11-02,"Noon",20,"yellow",1,12,0,0,"autumn"
178,2020-11-02,"Evening",24,"yellow",1,12,0,0,"autumn"
179,2020-11-03,"Morning",9,"yellow",1,13,0,0,"autumn"
180,2020-11-03,"Noon",20,"yellow",1,13,0,0,"autumn"
181,2020-11-03,"Evening",21,"yellow",1,13,0,0,"autumn"
182,2020-11-04,"Noon",30,"yellow",1,14,0,0,"autumn"
183,2020-11-04,"Evening",17,"yellow",1,14,0,0,"autumn"
184,2020-11-05,"Noon",26,"yellow",1,14,0,0,"autumn"
185,2020-11-05,"Evening",28,"yellow",1,14,0,0,"autumn"
186,2020-11-06,"Morning",10,"yellow",1,12,0,0,"autumn"
187,2020-11-06,"Noon",23,"yellow",1,12,0,0,"autumn"
188,2020-11-06,"Evening",25,"yellow",0,12,0,0,"autumn"
189,2020-11-07,"Morning",4,"yellow",1,12,1,0,"autumn"
190,2020-11-07,"Noon",21,"yellow",1,12,1,0,"autumn"
191,2020-11-08,"Noon",34,"yellow",1,10,1,0,"autumn"
192,2020-11-09,"Morning",5,"yellow",1,11,0,0,"autumn"
193,2020-11-09,"Noon",22,"yellow",1,11,0,0,"autumn"
194,2020-11-09,"Evening",23,"yellow",0,11,0,0,"autumn"
195,2020-11-11,"Noon",13,"yellow",1,9,0,0.2,"autumn"
196,2020-11-12,"Morning",19,"yellow",1,9,0,0,"autumn"
197,2020-11-12,"Noon",30,"yellow",1,9,0,0,"autumn"
198,2020-11-13,"Morning",17,"yellow",1,9,0,0,"autumn"
199,2020-11-13,"Noon",18,"yellow",1,9,0,0,"autumn"
200,2020-11-15,"Evening",8,"yellow",0,10,1,0,"autumn"
201,2020-11-16,"Morning",9,"yellow",1,10,0,10.4,"autumn"
202,2020-11-16,"Noon",8,"yellow",1,10,0,10.4,"autumn"
203,2020-11-16,"Evening",21,"yellow",0,10,0,10.4,"autumn"
204,2020-11-17,"Morning",14,"yellow",1,10,0,0,"autumn"
205,2020-11-17,"Noon",19,"yellow",1,10,0,0,"autumn"
206,2020-11-18,"Morning",9,"yellow",1,9,0,0,"autumn"
207,2020-11-18,"Noon",8,"yellow",1,9,0,0,"autumn"
208,2020-11-18,"Evening",6,"yellow",0,9,0,0,"autumn"
209,2020-11-19,"Morning",12,"yellow",1,7,0,0,"autumn"
210,2020-11-19,"Noon",15,"yellow",1,7,0,0,"autumn"
211,2020-11-19,"Evening",20,"yellow",0,7,0,0,"autumn"
212,2020-11-20,"Morning",8,"yellow",1,10,0,0.2,"autumn"
213,2020-11-20,"Noon",25,"yellow",1,10,0,0.2,"autumn"
214,2020-11-20,"Evening",22,"yellow",0,10,0,0.2,"autumn"
215,2020-11-21,"Morning",4,"yellow",1,6,1,0,"autumn"
216,2020-11-21,"Noon",20,"yellow",1,6,1,0,"autumn"
217,2020-11-21,"Evening",16,"yellow",0,6,1,0,"autumn"
218,2020-11-22,"Morning",2,"yellow",1,4,1,0,"autumn"
219,2020-11-22,"Noon",21,"yellow",1,4,1,0,"autumn"
220,2020-11-22,"Evening",25,"yellow",0,4,1,0,"autumn"
221,2020-11-23,"Morning",13,"yellow",1,5,0,0,"autumn"
222,2020-11-23,"Noon",9,"yellow",1,5,0,0,"autumn"
223,2020-11-23,"Evening",12,"yellow",0,5,0,0,"autumn"
224,2020-11-24,"Morning",15,"yellow",1,7,0,0,"autumn"
225,2020-11-24,"Noon",18,"yellow",1,7,0,0,"autumn"
226,2020-11-24,"Evening",13,"yellow",0,7,0,0,"autumn"
227,2020-11-25,"Morning",14,"yellow",1,5,0,0,"autumn"
228,2020-11-25,"Noon",20,"yellow",1,5,0,0,"autumn"
229,2020-11-26,"Morning",10,"yellow",1,4,0,0,"autumn"
230,2020-11-26,"Noon",28,"yellow",1,4,0,0,"autumn"
231,2020-11-27,"Morning",22,"yellow",1,4,0,0,"autumn"
232,2020-11-27,"Noon",39,"yellow",1,4,0,0,"autumn"
233,2020-11-27,"Evening",29,"yellow",0,4,0,0,"autumn"
234,2020-11-28,"Morning",5,"yellow",1,6,1,0,"autumn"
235,2020-11-28,"Evening",16,"yellow",0,6,1,0,"autumn"
236,2020-11-29,"Morning",4,"yellow",1,6,1,0,"autumn"
237,2020-11-29,"Noon",20,"yellow",1,6,1,0,"autumn"
238,2020-11-30,"Morning",8,"yellow",1,4,0,0,"autumn"
239,2020-11-30,"Noon",19,"yellow",1,4,0,0,"autumn"
240,2020-11-30,"Evening",13,"yellow",0,4,0,0,"autumn"
241,2020-12-01,"Morning",14,"yellow",1,3,0,0.4,"autumn"
242,2020-12-01,"Noon",26,"yellow",1,3,0,0.4,"autumn"
243,2020-12-01,"Evening",12,"yellow",0,3,0,0.4,"autumn"
244,2020-12-02,"Morning",5,"yellow",1,3,0,14.2,"autumn"
245,2020-12-02,"Noon",10,"yellow",1,3,0,14.2,"autumn"
246,2020-12-03,"Morning",11,"yellow",1,4,0,0.8,"autumn"
247,2020-12-03,"Noon",17,"yellow",1,4,0,0.8,"autumn"
248,2020-12-03,"Evening",11,"yellow",0,4,0,0.8,"autumn"
249,2020-12-04,"Morning",7,"yellow",1,7,0,6.2,"autumn"
250,2020-12-04,"Noon",23,"yellow",1,7,0,6.2,"autumn"
251,2020-12-04,"Evening",8,"yellow",0,7,0,6.2,"autumn"
252,2020-12-05,"Morning",6,"yellow",1,13,1,3.2,"autumn"
253,2020-12-05,"Noon",27,"yellow",1,13,1,3.2,"autumn"
254,2020-12-06,"Morning",3,"yellow",1,11,1,10.4,"autumn"
255,2020-12-06,"Noon",10,"yellow",1,11,1,10.4,"autumn"
256,2020-12-07,"Noon",26,"yellow",1,6,0,0.2,"autumn"
257,2020-12-08,"Evening",2,"yellow",0,6,1,29.8,"autumn"
258,2020-12-09,"Morning",4,"yellow",1,7,0,6.6,"autumn"
259,2020-12-10,"Noon",23,"yellow",1,6,0,0,"autumn"
260,2020-12-10,"Evening",10,"yellow",0,6,0,0,"autumn"
261,2020-12-11,"Morning",5,"yellow",1,5,0,0,"autumn"
262,2020-12-11,"Noon",29,"yellow",1,5,0,0,"autumn"
263,2020-12-11,"Evening",19,"yellow",0,5,0,0,"autumn"
264,2020-12-12,"Morning",3,"yellow",1,6,1,0,"autumn"
265,2020-12-12,"Noon",17,"yellow",1,6,1,0,"autumn"
266,2020-12-12,"Evening",21,"yellow",0,6,1,0,"autumn"
267,2020-12-13,"Noon",28,"yellow",1,5,1,0,"autumn"
268,2020-12-14,"Noon",16,"yellow",1,4,0,0,"autumn"
269,2020-12-16,"Morning",12,"yellow",1,5,0,1.2,"autumn"
270,2020-12-23,"Morning",7,"yellow",1,8,0,0,"winter"
271,2020-12-23,"Evening",14,"yellow",0,8,0,0,"winter"
272,2020-12-24,"Morning",8,"red",1,8,0,0.4,"winter"
273,2020-12-24,"Noon",21,"red",1,8,0,0.4,"winter"
274,2020-12-25,"Morning",1,"red",1,7,1,8,"winter"
275,2020-12-26,"Noon",10,"red",1,5,1,0,"winter"
276,2020-12-26,"Evening",9,"red",0,5,1,0,"winter"
277,2020-12-27,"Morning",3,"red",1,2,1,0,"winter"
278,2020-12-27,"Noon",8,"red",1,2,1,0,"winter"
279,2020-12-27,"Evening",5,"red",0,2,1,0,"winter"
280,2020-12-28,"Morning",1,"red",1,3,0,11.4,"winter"
281,2020-12-28,"Noon",7,"red",1,3,0,11.4,"winter"
282,2020-12-28,"Evening",8,"red",0,3,0,11.4,"winter"
283,2020-12-29,"Morning",10,"red",1,4,0,0.8,"winter"
284,2020-12-29,"Noon",20,"red",1,4,0,0.8,"winter"
285,2020-12-29,"Evening",9,"red",0,4,0,0.8,"winter"
286,2020-12-30,"Morning",10,"red",1,4,0,1.8,"winter"
287,2020-12-30,"Noon",24,"red",1,4,0,1.8,"winter"
288,2020-12-31,"Morning",2,"red",1,5,0,0.8,"winter"
289,2021-01-01,"Morning",3,"red",1,5,1,8.8,"winter"
290,2021-01-01,"Evening",1,"red",0,5,1,8.8,"winter"
291,2021-01-02,"Morning",6,"red",1,7,1,4.4,"winter"
292,2021-01-02,"Noon",10,"red",1,7,1,4.4,"winter"
293,2021-01-03,"Noon",18,"red",1,6,1,0,"winter"
294,2021-01-03,"Evening",14,"red",1,6,1,0,"winter"
295,2021-01-04,"Morning",3,"red",1,6,0,2.4,"winter"
296,2021-01-04,"Noon",24,"red",1,6,0,2.4,"winter"
297,2021-01-04,"Evening",16,"red",0,6,0,2.4,"winter"
298,2021-01-05,"Morning",12,"red",1,5,0,13.4,"winter"
299,2021-01-05,"Noon",12,"red",1,5,0,13.4,"winter"
300,2021-01-06,"Morning",2,"red",1,4,1,0,"winter"
301,2021-01-06,"Noon",14,"red",1,4,1,0,"winter"
302,2021-01-07,"Morning",8,"red",1,2,0,0,"winter"
303,2021-01-07,"Noon",9,"red",1,2,0,0,"winter"
304,2021-01-07,"Evening",12,"red",0,2,0,0,"winter"
305,2021-01-08,"Morning",20,"red",1,3,0,0,"winter"
306,2021-01-08,"Evening",24,"red",0,3,0,0,"winter"
307,2021-01-09,"Morning",7,"red",1,3,1,0,"winter"
308,2021-01-09,"Noon",25,"red",1,3,1,0,"winter"
309,2021-01-09,"Evening",17,"red",0,3,1,0,"winter"
310,2021-01-10,"Noon",21,"red",1,3,1,0,"winter"
311,2021-01-10,"Evening",9,"red",0,3,1,0,"winter"
312,2021-01-11,"Morning",16,"orange",1,2,0,0,"winter"
313,2021-01-11,"Noon",21,"orange",1,2,0,0,"winter"
314,2021-01-11,"Evening",20,"orange",0,2,0,0,"winter"
315,2021-01-12,"Morning",12,"orange",1,0,0,0,"winter"
316,2021-01-12,"Noon",19,"orange",1,0,0,0,"winter"
317,2021-01-12,"Evening",11,"orange",1,0,0,0,"winter"
318,2021-01-13,"Morning",18,"orange",1,1,0,0,"winter"
319,2021-01-13,"Noon",35,"orange",1,1,0,0,"winter"
320,2021-01-13,"Evening",9,"orange",1,1,0,0,"winter"
321,2021-01-14,"Morning",6,"orange",1,3,0,0,"winter"
322,2021-01-14,"Noon",29,"orange",1,3,0,0,"winter"
323,2021-01-14,"Evening",13,"orange",1,3,0,0,"winter"
324,2021-01-15,"Morning",14,"orange",1,2,0,0,"winter"
325,2021-01-15,"Noon",15,"orange",1,2,0,0,"winter"
326,2021-01-15,"Evening",20,"orange",1,2,0,0,"winter"
327,2021-01-16,"Morning",3,"orange",1,1,1,0,"winter"
328,2021-01-16,"Noon",29,"orange",1,1,1,0,"winter"
329,2021-01-16,"Evening",17,"orange",1,1,1,0,"winter"
330,2021-01-17,"Noon",17,"orange",1,1,1,0,"winter"
331,2021-01-17,"Evening",8,"orange",0,1,1,0,"winter"
332,2021-01-18,"Morning",8,"orange",1,1,0,0,"winter"
333,2021-01-18,"Noon",22,"orange",1,1,0,0,"winter"
334,2021-01-18,"Evening",16,"orange",1,1,0,0,"winter"
335,2021-01-19,"Morning",12,"orange",1,0,0,0,"winter"
336,2021-01-19,"Evening",16,"orange",0,0,0,0,"winter"
337,2021-01-20,"Morning",9,"orange",1,2,0,0,"winter"
338,2021-01-20,"Noon",17,"orange",1,2,0,0,"winter"
339,2021-01-20,"Evening",24,"orange",1,2,0,0,"winter"
340,2021-01-22,"Noon",18,"orange",1,7,0,6.6,"winter"
341,2021-01-22,"Evening",13,"orange",1,7,0,6.6,"winter"
342,2021-01-23,"Morning",6,"orange",1,7,1,3.2,"winter"
343,2021-01-23,"Noon",17,"orange",1,7,1,3.2,"winter"
344,2021-01-23,"Evening",14,"orange",0,7,1,3.2,"winter"
345,2021-01-24,"Noon",21,"orange",1,5,1,0,"winter"
346,2021-01-25,"Morning",11,"orange",1,3,0,0,"winter"
347,2021-01-25,"Noon",18,"orange",1,3,0,0,"winter"
348,2021-01-25,"Evening",25,"orange",1,3,0,0,"winter"
349,2021-01-26,"Noon",22,"orange",1,3,0,0,"winter"
350,2021-01-26,"Evening",24,"orange",1,3,0,0,"winter"
351,2021-01-27,"Morning",8,"orange",1,1,0,0,"winter"
352,2021-01-27,"Evening",27,"orange",1,1,0,0,"winter"
353,2021-01-29,"Evening",14,"orange",0,2,0,0,"winter"
354,2021-01-30,"Morning",1,"orange",1,3,1,3.4,"winter"
355,2021-01-30,"Noon",23,"orange",1,3,1,3.4,"winter"
356,2021-01-30,"Evening",34,"orange",1,3,1,3.4,"winter"
357,2021-01-31,"Noon",15,"orange",1,6,1,15.8,"winter"
358,2021-01-31,"Evening",30,"orange",1,6,1,15.8,"winter"
359,2021-02-01,"Morning",9,"yellow",1,5,0,0,"winter"
360,2021-02-01,"Noon",22,"yellow",1,5,0,0,"winter"
361,2021-02-01,"Evening",21,"yellow",1,5,0,0,"winter"
362,2021-02-02,"Morning",17,"yellow",1,6,0,0,"winter"
363,2021-02-02,"Noon",18,"yellow",1,6,0,0,"winter"
