"ID","Date","Time","Number","zona","luce","mean_temperature","weekend_festive","rain","season"
364,2021-02-02,"Evening",26,"yellow",1,6,0,0,"winter"
365,2021-02-03,"Morning",17,"yellow",1,6,0,0.4,"winter"
366,2021-02-03,"Evening",5,"yellow",1,6,0,0.4,"winter"
367,2021-02-05,"Morning",14,"yellow",1,9,0,0,"winter"
368,2021-02-05,"Noon",29,"yellow",1,9,0,0,"winter"
369,2021-02-05,"Evening",26,"yellow",1,9,0,0,"winter"
370,2021-02-06,"Morning",6,"yellow",1,9,1,0,"winter"
371,2021-02-06,"Noon",45,"yellow",1,9,1,0,"winter"
372,2021-02-06,"Evening",31,"yellow",1,9,1,0,"winter"
373,2021-02-07,"Evening",14,"yellow",1,10,1,1.2,"winter"
374,2021-02-08,"Morning",23,"yellow",1,9,0,0.6,"winter"
375,2021-02-08,"Noon",25,"yellow",1,9,0,0.6,"winter"
376,2021-02-08,"Evening",40,"yellow",1,9,0,0.6,"winter"
377,2021-02-09,"Morning",17,"yellow",1,9,0,3.4,"winter"
378,2021-02-09,"Noon",19,"yellow",1,9,0,3.4,"winter"
379,2021-02-09,"Evening",37,"yellow",1,9,0,3.4,"winter"
380,2021-02-10,"Morning",8,"yellow",1,9,0,13,"winter"
381,2021-02-10,"Noon",19,"yellow",1,9,0,13,"winter"
382,2021-02-10,"Evening",17,"yellow",0,9,0,13,"winter"
383,2021-02-12,"Morning",20,"yellow",1,1,0,0,"winter"
384,2021-02-12,"Noon",26,"yellow",1,1,0,0,"winter"
385,2021-02-12,"Evening",21,"yellow",1,1,0,0,"winter"
386,2021-02-13,"Evening",31,"yellow",1,0,1,0,"winter"
387,2021-02-14,"Noon",46,"yellow",1,1,1,0,"winter"
388,2021-02-14,"Evening",52,"yellow",1,1,1,0,"winter"
389,2021-02-15,"Morning",4,"yellow",1,1,0,0,"winter"
390,2021-02-15,"Noon",41,"yellow",1,1,0,0,"winter"
391,2021-02-15,"Evening",32,"yellow",1,1,0,0,"winter"
392,2021-02-15,"Evening",26,"yellow",1,1,0,0,"winter"
393,2021-02-16,"Morning",11,"yellow",1,2,0,0,"winter"
394,2021-02-16,"Noon",34,"yellow",1,2,0,0,"winter"
395,2021-02-16,"Evening",43,"yellow",1,2,0,0,"winter"
396,2021-02-17,"Noon",26,"yellow",1,5,0,0,"winter"
397,2021-02-17,"Evening",37,"yellow",1,5,0,0,"winter"
398,2021-02-18,"Morning",14,"yellow",1,7,0,0,"winter"
399,2021-02-18,"Noon",20,"yellow",1,7,0,0,"winter"
400,2021-02-19,"Morning",10,"yellow",1,8,0,0,"winter"
401,2021-02-19,"Noon",33,"yellow",1,8,0,0,"winter"
402,2021-02-19,"Evening",20,"yellow",1,8,0,0,"winter"
403,2021-02-20,"Morning",14,"yellow",1,10,1,0,"winter"
404,2021-02-20,"Noon",34,"yellow",1,10,1,0,"winter"
405,2021-02-20,"Evening",44,"yellow",1,10,1,0,"winter"
406,2021-02-21,"Morning",9,"yellow",1,10,1,0,"winter"
407,2021-02-21,"Noon",49,"yellow",1,10,1,0,"winter"
408,2021-02-22,"Morning",10,"yellow",1,8,0,0,"winter"
409,2021-02-22,"Noon",22,"yellow",1,8,0,0,"winter"
410,2021-02-22,"Evening",30,"yellow",1,8,0,0,"winter"
411,2021-02-23,"Morning",16,"yellow",1,8,0,0,"winter"
412,2021-02-23,"Noon",18,"yellow",1,8,0,0,"winter"
413,2021-02-23,"Evening",24,"yellow",1,8,0,0,"winter"
414,2021-02-24,"Morning",15,"yellow",1,11,0,0.2,"winter"
415,2021-02-24,"Noon",27,"yellow",1,11,0,0.2,"winter"
416,2021-02-24,"Evening",32,"yellow",1,11,0,0.2,"winter"
417,2021-02-25,"Morning",8,"yellow",1,12,0,0,"winter"
418,2021-02-25,"Noon",34,"yellow",1,12,0,0,"winter"
419,2021-02-25,"Evening",18,"yellow",1,12,0,0,"winter"
420,2021-02-26,"Noon",22,"yellow",1,10,0,0,"winter"
421,2021-02-26,"Evening",29,"yellow",1,10,0,0,"winter"
422,2021-02-27,"Morning",3,"yellow",1,11,1,0,"winter"
423,2021-02-27,"Noon",29,"yellow",1,11,1,0,"winter"
424,2021-02-27,"Evening",39,"yellow",1,11,1,0,"winter"
425,2021-02-28,"Morning",3,"yellow",1,8,1,0,"winter"
426,2021-02-28,"Noon",36,"yellow",1,8,1,0,"winter"
427,2021-02-28,"Evening",41,"yellow",1,8,1,0,"winter"
428,2021-03-01,"Evening",25,"yellow",1,8,0,0,"winter"
429,2021-03-03,"Morning",5,"yellow",1,8,0,0,"winter"
430,2021-03-03,"Evening",31,"yellow",1,8,0,0,"winter"
431,2021-03-04,"Morning",14,"yellow",1,7,0,0,"winter"
432,2021-03-04,"Noon",25,"yellow",1,7,0,0,"winter"
433,2021-03-04,"Evening",20,"yellow",1,7,0,0,"winter"
434,2021-03-05,"Morning",15,"yellow",1,9,0,0,"winter"
435,2021-03-05,"Noon",18,"yellow",1,9,0,0,"winter"
436,2021-03-05,"Evening",30,"yellow",1,9,0,0,"winter"
437,2021-03-06,"Morning",6,"yellow",1,6,1,3.8,"winter"
438,2021-03-06,"Noon",39,"yellow",1,6,1,3.8,"winter"
439,2021-03-06,"Evening",31,"yellow",1,6,1,3.8,"winter"
440,2021-03-07,"Morning",10,"yellow",1,5,1,0,"winter"
441,2021-03-07,"Noon",30,"yellow",1,5,1,0,"winter"
442,2021-03-08,"Morning",12,"orange",1,6,0,0,"winter"
443,2021-03-08,"Noon",13,"orange",1,6,0,0,"winter"
444,2021-03-09,"Morning",15,"orange",1,7,0,0,"winter"
445,2021-03-09,"Noon",21,"orange",1,7,0,0,"winter"
446,2021-03-09,"Evening",27,"orange",1,7,0,0,"winter"
447,2021-03-10,"Morning",10,"orange",1,8,0,0,"winter"
448,2021-03-10,"Evening",26,"orange",1,8,0,0,"winter"
449,2021-03-11,"Morning",11,"orange",1,8,0,0,"winter"
450,2021-03-11,"Noon",22,"orange",1,8,0,0,"winter"
451,2021-03-11,"Evening",18,"orange",1,8,0,0,"winter"
452,2021-03-12,"Morning",6,"orange",1,9,0,0,"winter"
453,2021-03-12,"Noon",25,"orange",1,9,0,0,"winter"
454,2021-03-12,"Evening",14,"orange",1,9,0,0,"winter"
455,2021-03-13,"Morning",10,"orange",1,9,1,0,"winter"
456,2021-03-13,"Noon",36,"orange",1,9,1,0,"winter"
457,2021-03-13,"Evening",17,"orange",1,9,1,0,"winter"
458,2021-03-14,"Morning",1,"orange",1,7,1,0.2,"winter"
459,2021-03-14,"Noon",19,"orange",1,7,1,0.2,"winter"
460,2021-03-14,"Evening",16,"orange",1,7,1,0.2,"winter"
461,2021-03-15,"Morning",8,"red",1,6,0,0,"winter"
462,2021-03-15,"Noon",10,"red",1,6,0,0,"winter"
463,2021-03-15,"Evening",16,"red",1,6,0,0,"winter"
464,2021-03-16,"Morning",3,"red",1,9,0,0,"winter"
465,2021-03-16,"Noon",20,"red",1,9,0,0,"winter"
466,2021-03-16,"Evening",22,"red",1,9,0,0,"winter"
467,2021-03-18,"Morning",5,"red",1,7,0,2.6,"winter"
468,2021-03-18,"Noon",19,"red",1,7,0,2.6,"winter"
469,2021-03-18,"Evening",23,"red",1,7,0,2.6,"winter"
470,2021-03-19,"Morning",9,"red",1,6,0,1.2,"winter"
471,2021-03-19,"Noon",28,"red",1,6,0,1.2,"winter"
472,2021-03-19,"Evening",11,"red",1,6,0,1.2,"winter"
473,2021-03-20,"Morning",6,"red",1,6,1,0,"winter"
474,2021-03-20,"Noon",23,"red",1,6,1,0,"winter"
475,2021-03-20,"Evening",17,"red",1,6,1,0,"winter"
476,2021-03-21,"Morning",1,"red",1,4,1,0,"spring"
477,2021-03-21,"Noon",17,"red",1,4,1,0,"spring"
478,2021-03-21,"Evening",18,"red",1,4,1,0,"spring"
479,2021-03-22,"Morning",7,"red",1,8,0,0,"spring"
480,2021-03-22,"Noon",23,"red",1,8,0,0,"spring"
481,2021-03-22,"Evening",19,"red",1,8,0,0,"spring"
482,2021-03-23,"Morning",11,"red",1,9,0,0,"spring"
483,2021-03-23,"Noon",21,"red",1,9,0,0,"spring"
484,2021-03-23,"Evening",8,"red",1,9,0,0,"spring"
485,2021-03-24,"Morning",5,"red",1,9,0,0,"spring"
486,2021-03-24,"Noon",16,"red",1,9,0,0,"spring"
487,2021-03-24,"Evening",26,"red",1,9,0,0,"spring"
488,2021-03-25,"Morning",5,"red",1,9,0,0,"spring"
489,2021-03-25,"Noon",21,"red",1,9,0,0,"spring"
490,2021-03-25,"Evening",17,"red",1,9,0,0,"spring"
491,2021-03-26,"Morning",18,"red",1,11,0,0,"spring"
492,2021-03-26,"Noon",23,"red",1,11,0,0,"spring"
493,2021-03-26,"Evening",24,"red",1,11,0,0,"spring"
494,2021-03-27,"Morning",5,"red",1,12,1,0,"spring"
495,2021-03-27,"Noon",18,"red",1,12,1,0,"spring"
496,2021-03-27,"Evening",25,"red",1,12,1,0,"spring"
497,2021-03-28,"Morning",2,"red",1,13,1,0,"spring"
498,2021-03-28,"Noon",27,"red",1,13,1,0,"spring"
499,2021-03-28,"Evening",7,"red",1,13,1,0,"spring"
500,2021-03-29,"Morning",15,"red",1,12,0,0,"spring"
501,2021-03-29,"Noon",16,"red",1,12,0,0,"spring"
502,2021-03-29,"Evening",17,"red",1,12,0,0,"spring"
503,2021-03-30,"Morning",12,"red",1,14,0,0,"spring"
504,2021-03-30,"Noon",14,"red",1,14,0,0,"spring"
505,2021-03-30,"Evening",22,"red",1,14,0,0,"spring"
506,2021-03-31,"Morning",13,"red",1,16,0,0,"spring"
507,2021-03-31,"Noon",11,"red",1,16,0,0,"spring"
508,2021-03-31,"Evening",17,"red",1,16,0,0,"spring"
509,2021-04-01,"Morning",13,"red",1,15,0,0,"spring"
510,2021-04-01,"Noon",17,"red",1,15,1,0,"spring"
511,2021-04-01,"Evening",19,"red",1,15,1,0,"spring"
512,2021-04-02,"Morning",5,"red",1,15,0,0,"spring"
513,2021-04-02,"Noon",16,"red",1,15,0,0,"spring"
514,2021-04-02,"Evening",17,"red",1,15,0,0,"spring"
515,2021-04-03,"Morning",10,"red",1,14,1,0,"spring"
516,2021-04-03,"Noon",14,"red",1,14,1,0,"spring"
517,2021-04-03,"Evening",13,"red",1,14,1,0,"spring"
518,2021-04-04,"Morning",1,"red",1,12,1,0,"spring"
519,2021-04-05,"Morning",2,"red",1,11,1,0,"spring"
520,2021-04-05,"Noon",11,"red",1,11,1,0,"spring"
521,2021-04-05,"Evening",7,"red",1,11,1,0,"spring"
522,2021-04-06,"Morning",8,"orange",1,7,0,7.2,"spring"
523,2021-04-06,"Noon",5,"orange",1,7,0,7.2,"spring"
524,2021-04-06,"Evening",8,"orange",1,7,0,7.2,"spring"
525,2021-04-07,"Morning",14,"orange",1,7,0,0,"spring"
526,2021-04-07,"Noon",22,"orange",1,7,0,0,"spring"
527,2021-04-07,"Evening",21,"orange",1,7,0,0,"spring"
528,2021-04-09,"Morning",18,"orange",1,10,0,0,"spring"
529,2021-04-09,"Noon",21,"orange",1,10,0,0,"spring"
530,2021-04-10,"Morning",5,"orange",1,12,1,0,"spring"
531,2021-04-10,"Noon",23,"orange",1,12,1,0,"spring"
532,2021-04-10,"Evening",22,"orange",1,12,1,0,"spring"
533,2021-04-11,"Noon",15,"orange",1,10,1,20,"spring"
534,2021-04-11,"Evening",9,"orange",1,10,1,20,"spring"
535,2021-04-13,"Morning",10,"orange",1,8,0,6.6,"spring"
536,2021-04-13,"Noon",21,"orange",1,8,0,6.6,"spring"
537,2021-04-13,"Evening",29,"orange",1,8,0,6.6,"spring"
538,2021-04-14,"Morning",12,"orange",1,9,0,0,"spring"
539,2021-04-14,"Noon",18,"orange",1,9,0,0,"spring"
540,2021-04-14,"Evening",29,"orange",1,9,0,0,"spring"
541,2021-04-15,"Morning",14,"orange",1,9,0,1.6,"spring"
542,2021-04-15,"Noon",16,"orange",1,9,0,1.6,"spring"
543,2021-04-16,"Morning",15,"orange",1,9,0,0,"spring"
544,2021-04-16,"Noon",21,"orange",1,9,0,0,"spring"
545,2021-04-16,"Evening",35,"orange",1,9,0,0,"spring"
546,2021-04-17,"Morning",8,"orange",1,11,1,0,"spring"
547,2021-04-17,"Noon",30,"orange",1,11,1,0,"spring"
548,2021-04-17,"Evening",24,"orange",1,11,1,0,"spring"
549,2021-04-18,"Morning",1,"orange",1,11,1,0,"spring"
550,2021-04-18,"Noon",23,"orange",1,11,1,0,"spring"
551,2021-04-18,"Evening",22,"orange",1,11,1,0,"spring"
552,2021-04-19,"Morning",17,"orange",1,12,0,0,"spring"
553,2021-04-19,"Noon",24,"orange",1,12,0,0,"spring"
554,2021-04-20,"Morning",22,"orange",1,12,0,0,"spring"
555,2021-04-20,"Noon",24,"orange",1,12,0,0,"spring"
556,2021-04-20,"Evening",20,"orange",1,12,0,0,"spring"
557,2021-04-21,"Morning",14,"orange",1,13,0,0,"spring"
558,2021-04-21,"Noon",21,"orange",1,13,0,0,"spring"
559,2021-04-21,"Evening",26,"orange",1,13,0,0,"spring"
560,2021-04-22,"Morning",13,"orange",1,13,0,0,"spring"
561,2021-04-22,"Evening",18,"orange",1,13,0,0,"spring"
562,2021-04-23,"Morning",20,"orange",1,15,0,0,"spring"
563,2021-04-23,"Noon",27,"orange",1,15,0,0,"spring"
564,2021-04-23,"Evening",39,"orange",1,15,0,0,"spring"
565,2021-04-24,"Morning",7,"orange",1,15,1,0,"spring"
566,2021-04-24,"Noon",10,"orange",1,15,1,0,"spring"
567,2021-04-24,"Evening",36,"orange",1,15,1,0,"spring"
568,2021-04-25,"Morning",1,"orange",1,16,1,0,"spring"
569,2021-04-25,"Noon",15,"orange",1,16,1,0,"spring"
570,2021-04-27,"Morning",7,"yellow",1,12,0,0.4,"spring"
571,2021-04-28,"Evening",31,"yellow",1,14,0,0,"spring"
572,2021-04-29,"Morning",13,"yellow",1,15,0,6.6,"spring"
573,2021-04-29,"Noon",25,"yellow",1,15,0,6.6,"spring"
574,2021-04-30,"Noon",25,"yellow",1,16,0,0,"spring"
575,2021-04-30,"Evening",17,"yellow",1,16,0,0,"spring"
576,2021-05-01,"Morning",9,"yellow",1,16,1,14.2,"spring"
577,2021-05-01,"Noon",52,"yellow",1,16,1,14.2,"spring"
578,2021-05-01,"Evening",42,"yellow",1,16,1,14.2,"spring"
579,2021-05-02,"Morning",2,"yellow",1,16,1,0,"spring"
580,2021-05-02,"Noon",37,"yellow",1,16,1,0,"spring"
581,2021-05-02,"Evening",38,"yellow",1,16,1,0,"spring"
582,2021-05-03,"Morning",12,"yellow",1,14,0,0.8,"spring"
583,2021-05-03,"Noon",15,"yellow",1,14,0,0.8,"spring"
584,2021-05-03,"Evening",37,"yellow",1,14,0,0.8,"spring"
585,2021-05-04,"Morning",23,"yellow",1,14,0,0,"spring"
586,2021-05-04,"Noon",18,"yellow",1,14,0,0,"spring"
587,2021-05-06,"Morning",16,"yellow",1,13,0,0,"spring"
588,2021-05-06,"Noon",35,"yellow",1,13,0,0,"spring"
589,2021-05-06,"Evening",26,"yellow",1,13,0,0,"spring"
590,2021-05-07,"Morning",17,"yellow",1,16,0,0,"spring"
591,2021-05-07,"Noon",25,"yellow",1,16,0,0,"spring"
592,2021-05-07,"Evening",32,"yellow",1,16,0,0,"spring"
593,2021-05-08,"Morning",5,"yellow",1,15,1,0,"spring"
594,2021-05-08,"Noon",55,"yellow",1,15,1,0,"spring"
595,2021-05-08,"Evening",44,"yellow",1,15,1,0,"spring"
596,2021-05-09,"Morning",5,"yellow",1,16,1,0,"spring"
597,2021-05-09,"Noon",41,"yellow",1,16,1,0,"spring"
598,2021-05-09,"Evening",40,"yellow",1,16,1,0,"spring"
599,2021-05-11,"Morning",25,"yellow",1,17,0,6.8,"spring"
600,2021-05-11,"Noon",19,"yellow",1,17,0,6.8,"spring"
601,2021-05-11,"Evening",24,"yellow",1,17,0,6.8,"spring"
602,2021-05-12,"Morning",22,"yellow",1,15,0,5.6,"spring"
603,2021-05-12,"Noon",27,"yellow",1,15,0,5.6,"spring"
604,2021-05-13,"Morning",11,"yellow",1,15,0,9,"spring"
605,2021-05-13,"Noon",23,"yellow",1,15,0,9,"spring"
606,2021-05-13,"Evening",33,"yellow",1,15,0,9,"spring"
607,2021-05-14,"Morning",13,"yellow",1,15,0,0.4,"spring"
608,2021-05-14,"Noon",19,"yellow",1,15,0,0.4,"spring"
609,2021-05-14,"Evening",27,"yellow",1,15,0,0.4,"spring"
610,2021-05-15,"Morning",10,"yellow",1,16,1,0,"spring"
611,2021-05-15,"Noon",35,"yellow",1,16,1,0,"spring"
612,2021-05-15,"Evening",41,"yellow",1,16,1,0,"spring"
613,2021-05-16,"Morning",4,"yellow",1,16,1,3,"spring"
614,2021-05-16,"Noon",49,"yellow",1,16,1,3,"spring"
615,2021-05-17,"Morning",13,"yellow",1,16,0,6.6,"spring"
616,2021-05-17,"Noon",22,"yellow",1,16,0,6.6,"spring"
617,2021-05-17,"Evening",33,"yellow",1,16,0,6.6,"spring"
618,2021-05-18,"Morning",18,"yellow",1,16,0,0.4,"spring"
619,2021-05-18,"Evening",25,"yellow",1,16,0,0.4,"spring"
620,2021-05-19,"Morning",9,"yellow",1,13,0,4.2,"spring"
621,2021-05-19,"Noon",17,"yellow",1,13,0,4.2,"spring"
622,2021-05-20,"Morning",18,"yellow",1,16,0,0,"spring"
623,2021-05-20,"Noon",29,"yellow",1,16,0,0,"spring"
624,2021-05-20,"Evening",29,"yellow",1,16,0,0,"spring"
625,2021-05-21,"Morning",24,"yellow",1,17,0,0,"spring"
626,2021-05-22,"Morning",6,"yellow",1,17,1,0.2,"spring"
627,2021-05-22,"Noon",41,"yellow",1,17,1,0.2,"spring"
628,2021-05-22,"Evening",48,"yellow",1,17,1,0.2,"spring"
629,2021-05-23,"Morning",7,"yellow",1,17,1,0,"spring"
630,2021-05-23,"Noon",46,"yellow",1,17,1,0,"spring"
631,2021-05-23,"Evening",37,"yellow",1,17,1,0,"spring"
632,2021-05-24,"Morning",10,"yellow",1,14,0,27.6,"spring"
633,2021-05-25,"Morning",13,"yellow",1,16,0,0.4,"spring"
634,2021-05-26,"Morning",18,"yellow",1,17,0,0,"spring"
635,2021-05-26,"Noon",18,"yellow",1,17,0,0,"spring"
636,2021-05-26,"Evening",32,"yellow",1,17,0,0,"spring"
637,2021-05-27,"Morning",25,"yellow",1,17,0,0,"spring"
638,2021-05-27,"Noon",27,"yellow",1,17,0,0,"spring"
639,2021-05-27,"Evening",30,"yellow",1,17,0,0,"spring"
640,2021-05-28,"Evening",31,"yellow",1,18,0,0,"spring"
641,2021-05-29,"Morning",15,"yellow",1,18,1,0,"spring"
642,2021-05-29,"Noon",62,"yellow",1,18,1,0,"spring"
643,2021-05-29,"Evening",32,"yellow",1,18,1,0,"spring"
644,2021-05-30,"Morning",6,"yellow",1,18,1,0,"spring"
645,2021-05-30,"Noon",49,"yellow",1,18,1,0,"spring"
646,2021-05-30,"Evening",23,"yellow",1,18,1,0,"spring"
647,2021-05-31,"Morning",18,"yellow",1,18,0,1,"spring"
648,2021-05-31,"Noon",26,"yellow",1,18,0,1,"spring"
649,2021-05-31,"Evening",35,"yellow",1,18,0,1,"spring"
650,2021-06-01,"Morning",17,"yellow",1,19,0,0,"spring"
651,2021-06-01,"Noon",27,"yellow",1,19,0,0,"spring"
652,2021-06-02,"Morning",8,"yellow",1,19,1,0,"spring"
653,2021-06-02,"Noon",40,"yellow",1,19,1,0,"spring"
654,2021-06-02,"Evening",51,"yellow",1,19,1,0,"spring"
655,2021-06-03,"Evening",12,"yellow",1,20,0,0,"spring"
656,2021-06-04,"Morning",17,"yellow",1,22,0,0,"spring"
657,2021-06-04,"Noon",27,"yellow",1,22,0,0,"spring"
658,2021-06-04,"Evening",16,"yellow",1,22,0,0,"spring"
659,2021-06-05,"Morning",8,"yellow",1,23,1,0,"spring"
660,2021-06-05,"Noon",37,"yellow",1,23,1,0,"spring"
661,2021-06-05,"Evening",30,"yellow",1,23,1,0,"spring"
662,2021-06-06,"Morning",4,"yellow",1,21,1,11.2,"spring"
663,2021-06-07,"Morning",14,"white",1,22,0,0,"spring"
664,2021-06-07,"Noon",29,"white",1,22,0,0,"spring"
665,2021-06-08,"Morning",15,"white",1,24,0,0,"spring"
666,2021-06-08,"Noon",26,"white",1,24,0,0,"spring"
667,2021-06-08,"Evening",24,"white",1,24,0,0,"spring"
668,2021-06-10,"Morning",11,"white",1,23,0,2,"spring"
669,2021-06-10,"Noon",28,"white",1,23,0,2,"spring"
670,2021-06-10,"Evening",26,"white",1,23,0,2,"spring"
671,2021-06-11,"Morning",25,"white",1,23,0,0,"spring"
672,2021-06-11,"Noon",28,"white",1,23,0,0,"spring"
673,2021-06-12,"Morning",11,"white",1,24,1,0,"spring"
674,2021-06-12,"Noon",37,"white",1,24,1,0,"spring"
675,2021-06-12,"Evening",31,"white",1,24,1,0,"spring"
676,2021-06-13,"Morning",7,"white",1,24,1,0,"spring"
677,2021-06-13,"Noon",46,"white",1,24,1,0,"spring"
678,2021-06-14,"Morning",15,"white",1,23,0,0,"spring"
679,2021-06-14,"Evening",23,"white",1,23,0,0,"spring"
680,2021-06-15,"Morning",9,"white",1,23,0,0,"spring"
681,2021-06-15,"Noon",21,"white",1,23,0,0,"spring"
682,2021-06-15,"Evening",20,"white",1,23,0,0,"spring"
683,2021-06-16,"Morning",15,"white",1,24,0,0,"spring"
684,2021-06-16,"Noon",16,"white",1,24,0,0,"spring"
685,2021-06-16,"Evening",29,"white",1,24,0,0,"spring"
686,2021-06-17,"Morning",11,"white",1,25,0,0,"spring"
687,2021-06-17,"Noon",26,"white",1,25,0,0,"spring"
688,2021-06-17,"Evening",20,"white",1,25,0,0,"spring"
689,2021-06-18,"Morning",13,"white",1,25,0,0.2,"spring"
690,2021-06-18,"Noon",38,"white",1,25,0,0.2,"spring"
691,2021-06-18,"Evening",20,"white",1,25,0,0.2,"spring"
692,2021-06-19,"Morning",7,"white",1,26,1,0,"spring"
693,2021-06-19,"Noon",36,"white",1,26,1,0,"spring"
694,2021-06-20,"Morning",11,"white",1,26,1,0,"spring"
695,2021-06-20,"Noon",16,"white",1,26,1,0,"spring"
696,2021-06-20,"Evening",15,"white",1,26,1,0,"spring"
697,2021-06-21,"Morning",18,"white",1,27,0,0,"summer"
698,2021-06-21,"Noon",14,"white",1,27,0,0,"summer"
699,2021-06-22,"Morning",8,"white",1,26,0,0,"summer"
700,2021-06-22,"Evening",34,"white",1,26,0,0,"summer"
701,2021-06-23,"Morning",19,"white",1,26,0,0,"summer"
702,2021-06-23,"Noon",31,"white",1,26,0,0,"summer"
703,2021-06-24,"Morning",11,"white",1,27,0,0,"summer"
704,2021-06-24,"Noon",23,"white",1,27,0,0,"summer"
705,2021-06-24,"Evening",22,"white",1,27,0,0,"summer"
706,2021-06-26,"Morning",13,"white",1,25,1,0,"summer"
707,2021-06-26,"Noon",31,"white",1,25,1,0,"summer"
708,2021-06-26,"Evening",18,"white",1,25,1,0,"summer"
709,2021-06-27,"Morning",4,"white",1,26,1,0,"summer"
710,2021-06-28,"Morning",15,"white",1,26,0,0,"summer"
711,2021-06-29,"Morning",7,"white",1,26,0,0.6,"summer"
712,2021-06-29,"Noon",17,"white",1,26,0,0.6,"summer"
713,2021-06-29,"Evening",20,"white",1,26,0,0.6,"summer"
714,2021-06-30,"Noon",25,"white",1,25,0,0,"summer"
715,2021-07-01,"Morning",9,"white",1,24,0,0.8,"summer"
716,2021-07-01,"Noon",23,"white",1,24,0,0.8,"summer"
717,2021-07-01,"Evening",33,"white",1,24,0,0.8,"summer"
718,2021-07-03,"Morning",6,"white",1,25,1,0.2,"summer"
719,2021-07-03,"Noon",36,"white",1,25,1,0.2,"summer"
720,2021-07-04,"Morning",3,"white",1,22,1,42.4,"summer"
721,2021-07-04,"Noon",30,"white",1,22,1,42.4,"summer"
722,2021-07-05,"Morning",14,"white",1,23,0,0,"summer"
723,2021-07-05,"Evening",29,"white",1,23,0,0,"summer"
724,2021-07-06,"Morning",14,"white",1,25,0,0,"summer"
725,2021-07-06,"Noon",15,"white",1,25,0,0,"summer"
726,2021-07-07,"Morning",8,"white",1,26,0,0,"summer"
727,2021-07-07,"Noon",26,"white",1,26,0,0,"summer"
728,2021-07-07,"Evening",10,"white",1,26,0,0,"summer"
729,2021-07-08,"Morning",3,"white",1,26,0,0,"summer"
